11:56:00.815 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:26.998 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:26.999 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:27.000 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:28.010 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:28.011 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:28.012 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:29.067 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:29.068 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:29.068 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:30.009 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:30.010 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:30.011 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:31.017 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:31.017 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:31.018 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:32.075 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:32.076 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:32.076 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:33.082 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:33.083 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:33.083 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:34.001 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:34.002 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:34.003 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:34.939 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:34.940 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:34.940 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:35.955 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:35.956 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:35.956 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:36.827 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:36.827 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:36.828 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:37.941 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:37.941 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:37.942 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:38.945 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:38.945 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
11:56:38.946 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
11:56:40.000 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
11:56:40.001 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
