15:45:00.535 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:06.595 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:07.645 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:07.646 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:07.646 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:08.635 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:08.635 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:08.635 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:09.562 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:09.562 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:09.563 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:10.596 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:10.597 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:10.597 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:11.469 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:11.469 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:11.469 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:12.475 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:12.476 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:12.481 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:13.481 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:13.481 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:13.481 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:14.455 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:14.456 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:14.456 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:15.478 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:15.479 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:15.479 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:16.470 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:16.471 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:16.471 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:17.472 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:17.473 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:17.473 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:18.480 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:18.480 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:18.481 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:19.535 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:19.535 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:19.535 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:20.539 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:20.539 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:20.539 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:21.475 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:21.475 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:21.476 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:22.360 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:22.360 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:22.360 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:23.351 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:23.351 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:23.352 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:24.407 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:24.407 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:24.407 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:25.413 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:25.413 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:25.413 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:26.343 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:26.343 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:26.344 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:27.351 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:27.351 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:27.351 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:28.345 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:28.345 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:28.345 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:29.271 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:29.271 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:29.271 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:30.278 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:30.278 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:30.279 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:31.225 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:31.226 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:31.226 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:32.150 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:32.150 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:32.151 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:33.204 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:33.204 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:33.204 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:34.152 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:34.153 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:34.153 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:35.162 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:35.163 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:35.163 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:36.168 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:36.169 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:36.169 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:37.175 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:37.175 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:37.175 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:38.044 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:38.044 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
15:45:38.044 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
15:45:39.050 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Node -1 disconnected.
15:45:39.051 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-abc-1, groupId=abc] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
